alpha,beta,mach,reynolds,delta21,delta22,cf_cl,cf_cd,cf_x,cf_y,cf_z,cf_xp,cf_yp,cf_yr,cf_zq,cf_zad,cm_x,cm_y,cm_z,cm_yad,cm_zad,cm_zr
-22.5,-15.0,0.3,6904000.0,10.0,-15.0,-1.487,0.583,-0.03,0.054,-1.597,-0.02,-0.0,-0.019,-0.141,0.398,0.01,2.212,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,-15.0,-1.148,0.334,0.026,0.048,-1.195,-0.042,-0.0,-0.019,-0.158,0.398,0.06,1.194,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,-15.0,-0.45,1.144,1.075,0.043,-0.595,-0.046,-0.0,-0.019,-0.171,0.398,0.039,-0.269,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,-15.0,0.29,1.678,1.678,0.041,0.29,0.0,-0.0,-0.019,0.018,0.398,0.04,-1.456,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,-15.0,0.919,1.249,1.118,0.043,1.074,-0.011,-0.0,-0.019,0.121,0.398,0.051,-2.134,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,-15.0,1.438,0.512,0.122,0.048,1.521,0.002,-0.0,-0.019,0.172,0.398,0.062,-2.83,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,-15.0,1.696,0.824,0.112,0.054,1.883,0.019,-0.0,-0.019,0.182,0.398,0.082,-3.647,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,-15.0,1.954,1.282,0.133,0.058,2.334,0.016,-0.0,-0.019,0.147,0.398,0.075,-4.48,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,-10.0,-1.818,1.007,-0.037,0.058,-2.078,-0.016,-0.0,-0.019,-0.155,0.398,-0.026,3.196,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,-10.0,-1.51,0.6,-0.024,0.054,-1.625,-0.017,-0.0,-0.019,-0.149,0.398,-0.018,2.352,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,-10.0,-1.204,0.347,0.023,0.048,-1.253,-0.034,-0.0,-0.019,-0.131,0.398,0.004,1.48,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,-10.0,-0.508,1.142,1.066,0.043,-0.653,-0.042,-0.0,-0.019,-0.173,0.398,-0.015,0.02,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,-10.0,0.247,1.665,1.665,0.041,0.247,0.0,-0.0,-0.019,0.018,0.398,-0.0,-1.243,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,-10.0,0.898,1.232,1.105,0.043,1.051,-0.014,-0.0,-0.019,0.114,0.398,0.029,-2.019,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,-10.0,1.412,0.486,0.104,0.048,1.49,-0.001,-0.0,-0.019,0.174,0.398,0.03,-2.672,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,-10.0,1.677,0.793,0.09,0.054,1.853,0.016,-0.0,-0.019,0.189,0.398,0.053,-3.499,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,-10.0,1.946,1.249,0.109,0.058,2.31,0.014,-0.0,-0.019,0.156,0.398,0.051,-4.362,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,-5.0,-1.846,1.038,-0.024,0.058,-2.117,-0.012,-0.0,-0.019,-0.151,0.398,-0.065,3.392,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,-5.0,-1.535,0.62,-0.014,0.054,-1.655,-0.014,-0.0,-0.019,-0.156,0.398,-0.049,2.505,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,-5.0,-1.248,0.363,0.027,0.048,-1.299,-0.029,-0.0,-0.019,-0.118,0.398,-0.041,1.716,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,-5.0,-0.571,1.146,1.062,0.043,-0.715,-0.037,-0.0,-0.019,-0.169,0.398,-0.075,0.335,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,-5.0,0.187,1.655,1.655,0.041,0.187,0.0,-0.0,-0.019,0.018,0.398,-0.059,-0.939,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,-5.0,0.868,1.216,1.092,0.043,1.019,-0.016,-0.0,-0.019,0.115,0.398,-0.002,-1.859,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,-5.0,1.384,0.462,0.088,0.048,1.456,-0.006,-0.0,-0.019,0.174,0.398,-0.003,-2.504,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,-5.0,1.653,0.761,0.07,0.054,1.819,0.012,-0.0,-0.019,0.194,0.398,0.018,-3.326,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,-5.0,1.932,1.214,0.085,0.058,2.28,0.012,-0.0,-0.019,0.165,0.398,0.021,-4.212,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,0.0,-1.869,1.071,-0.007,0.058,-2.154,-0.008,-0.0,-0.019,-0.146,0.398,-0.102,3.578,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,0.0,-1.563,0.645,-0.002,0.054,-1.691,-0.009,-0.0,-0.019,-0.157,0.398,-0.086,2.685,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,0.0,-1.279,0.38,0.036,0.048,-1.333,-0.026,-0.0,-0.019,-0.121,0.398,-0.071,1.886,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,0.0,-0.633,1.157,1.064,0.043,-0.779,-0.032,-0.0,-0.019,-0.15,0.398,-0.135,0.653,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,0.0,0.125,1.651,1.651,0.041,0.125,0.0,-0.0,-0.019,0.018,0.398,-0.119,-0.626,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,0.0,0.824,1.201,1.083,0.043,0.973,-0.018,-0.0,-0.019,0.131,0.398,-0.048,-1.63,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,0.0,1.36,0.443,0.076,0.048,1.428,-0.01,-0.0,-0.019,0.167,0.398,-0.03,-2.364,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,0.0,1.626,0.732,0.054,0.054,1.782,0.008,-0.0,-0.019,0.198,0.398,-0.019,-3.141,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,0.0,1.913,1.179,0.065,0.058,2.246,0.008,-0.0,-0.019,0.173,0.398,-0.014,-4.04,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,5.0,-1.889,1.105,0.013,0.058,-2.188,-0.004,-0.0,-0.019,-0.139,0.398,-0.137,3.75,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,5.0,-1.59,0.674,0.014,0.054,-1.727,-0.005,-0.0,-0.019,-0.154,0.398,-0.124,2.866,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,5.0,-1.303,0.398,0.048,0.048,-1.362,-0.022,-0.0,-0.019,-0.127,0.398,-0.095,2.029,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,5.0,-0.685,1.171,1.072,0.043,-0.832,-0.03,-0.0,-0.019,-0.13,0.398,-0.185,0.918,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,5.0,0.062,1.653,1.653,0.041,0.062,0.0,-0.0,-0.019,0.018,0.398,-0.178,-0.312,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,5.0,0.764,1.189,1.079,0.043,0.913,-0.023,-0.0,-0.019,0.153,0.398,-0.11,-1.327,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,5.0,1.333,0.425,0.066,0.048,1.397,-0.013,-0.0,-0.019,0.161,0.398,-0.06,-2.208,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,5.0,1.597,0.706,0.041,0.054,1.745,0.004,-0.0,-0.019,0.198,0.398,-0.055,-2.958,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,5.0,1.89,1.146,0.047,0.058,2.209,0.004,-0.0,-0.019,0.178,0.398,-0.051,-3.855,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,10.0,-1.903,1.14,0.036,0.058,-2.218,-0.001,-0.0,-0.019,-0.13,0.398,-0.167,3.901,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,10.0,-1.614,0.705,0.034,0.054,-1.761,-0.001,-0.0,-0.019,-0.15,0.398,-0.159,3.035,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,10.0,-1.332,0.422,0.063,0.048,-1.395,-0.017,-0.0,-0.019,-0.127,0.398,-0.127,2.198,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,10.0,-0.72,1.187,1.083,0.043,-0.869,-0.028,-0.0,-0.019,-0.125,0.398,-0.217,1.104,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,10.0,-0.0,1.661,1.661,0.041,-0.0,0.0,-0.0,-0.019,0.018,0.398,-0.238,0.0,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,10.0,0.704,1.184,1.082,0.043,0.852,-0.028,-0.0,-0.019,0.161,0.398,-0.172,-1.022,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,10.0,1.293,0.409,0.061,0.048,1.354,-0.018,-0.0,-0.019,0.169,0.398,-0.103,-1.992,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,10.0,1.572,0.684,0.031,0.054,1.714,-0.0,-0.0,-0.019,0.193,0.398,-0.085,-2.799,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,10.0,1.863,1.115,0.034,0.058,2.171,-0.0,-0.0,-0.019,0.182,0.398,-0.091,-3.661,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,15.0,-1.912,1.173,0.06,0.058,-2.242,0.0,-0.0,-0.019,-0.122,0.398,-0.189,4.019,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,15.0,-1.633,0.736,0.055,0.054,-1.79,0.001,-0.0,-0.019,-0.144,0.398,-0.189,3.181,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,15.0,-1.358,0.447,0.08,0.048,-1.428,-0.014,-0.0,-0.019,-0.124,0.398,-0.157,2.361,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,15.0,-0.743,1.203,1.096,0.043,-0.894,-0.025,-0.0,-0.019,-0.13,0.398,-0.237,1.232,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,15.0,-0.048,1.673,1.673,0.041,-0.048,0.0,-0.0,-0.019,0.018,0.398,-0.283,0.241,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,15.0,0.647,1.184,1.089,0.043,0.796,-0.032,-0.0,-0.019,0.161,0.398,-0.228,-0.741,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,15.0,1.24,0.396,0.062,0.048,1.3,-0.025,-0.0,-0.019,0.192,0.398,-0.159,-1.72,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,15.0,1.548,0.667,0.024,0.054,1.685,-0.003,-0.0,-0.019,0.185,0.398,-0.112,-2.657,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,15.0,1.836,1.089,0.025,0.058,2.135,-0.005,-0.0,-0.019,0.183,0.398,-0.128,-3.479,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,20.0,-1.914,1.189,0.073,0.058,-2.252,0.001,-0.0,-0.019,-0.118,0.398,-0.198,4.069,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,20.0,-1.641,0.752,0.067,0.054,-1.803,0.002,-0.0,-0.019,-0.14,0.398,-0.203,3.249,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,20.0,-1.371,0.46,0.09,0.048,-1.443,-0.012,-0.0,-0.019,-0.122,0.398,-0.172,2.439,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,20.0,-0.755,1.212,1.103,0.043,-0.907,-0.023,-0.0,-0.019,-0.133,0.398,-0.247,1.297,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,20.0,-0.066,1.68,1.68,0.041,-0.066,0.0,-0.0,-0.019,0.018,0.398,-0.299,0.333,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,20.0,0.619,1.186,1.095,0.043,0.769,-0.034,-0.0,-0.019,0.161,0.398,-0.256,-0.601,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,20.0,1.212,0.392,0.065,0.048,1.272,-0.03,-0.0,-0.019,0.204,0.398,-0.189,-1.577,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,20.0,1.533,0.659,0.022,0.054,1.668,-0.005,-0.0,-0.019,0.185,0.398,-0.129,-2.569,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,20.0,1.823,1.077,0.022,0.058,2.117,-0.007,-0.0,-0.019,0.182,0.398,-0.145,-3.392,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,25.0,-1.914,1.194,0.077,0.058,-2.255,0.001,-0.0,-0.019,-0.117,0.398,-0.201,4.083,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,25.0,-1.643,0.756,0.07,0.054,-1.807,0.003,-0.0,-0.019,-0.139,0.398,-0.207,3.268,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,25.0,-1.375,0.465,0.093,0.048,-1.448,-0.011,-0.0,-0.019,-0.121,0.398,-0.177,2.462,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,25.0,-0.759,1.215,1.106,0.043,-0.911,-0.023,-0.0,-0.019,-0.134,0.398,-0.251,1.319,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,25.0,-0.071,1.682,1.682,0.041,-0.071,0.0,-0.0,-0.019,0.018,0.398,-0.304,0.358,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,25.0,0.61,1.187,1.098,0.043,0.76,-0.035,-0.0,-0.019,0.161,0.398,-0.265,-0.559,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,25.0,1.203,0.39,0.066,0.048,1.263,-0.031,-0.0,-0.019,0.207,0.398,-0.198,-1.534,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,25.0,1.527,0.656,0.022,0.054,1.662,-0.005,-0.0,-0.019,0.185,0.398,-0.134,-2.54,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,25.0,1.819,1.074,0.021,0.058,2.112,-0.007,-0.0,-0.019,0.182,0.398,-0.15,-3.366,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,10.0,30.0,-1.915,1.204,0.086,0.058,-2.261,0.001,-0.0,-0.019,-0.114,0.398,-0.206,4.112,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,10.0,30.0,-1.647,0.767,0.079,0.054,-1.815,0.003,-0.0,-0.019,-0.136,0.398,-0.215,3.31,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,10.0,30.0,-1.383,0.474,0.1,0.048,-1.458,-0.01,-0.0,-0.019,-0.119,0.398,-0.186,2.513,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,10.0,30.0,-0.769,1.222,1.111,0.043,-0.922,-0.022,-0.0,-0.019,-0.134,0.398,-0.259,1.37,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,10.0,30.0,-0.082,1.687,1.687,0.041,-0.082,0.0,-0.0,-0.019,0.018,0.398,-0.312,0.41,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,10.0,30.0,0.591,1.19,1.103,0.043,0.741,-0.036,-0.0,-0.019,0.161,0.398,-0.284,-0.464,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,10.0,30.0,1.184,0.388,0.069,0.048,1.244,-0.035,-0.0,-0.019,0.213,0.398,-0.217,-1.438,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,10.0,30.0,1.515,0.651,0.021,0.054,1.649,-0.007,-0.0,-0.019,0.187,0.398,-0.148,-2.471,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,10.0,30.0,1.811,1.067,0.019,0.058,2.101,-0.008,-0.0,-0.019,0.18,0.398,-0.16,-3.312,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-30.0,-1.738,0.934,-0.06,0.058,-1.972,-0.028,-0.0,-0.019,-0.152,0.398,0.007,2.663,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-30.0,-1.429,0.551,-0.038,0.054,-1.531,-0.027,-0.0,-0.019,-0.135,0.398,0.02,1.882,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-30.0,-1.033,0.315,0.037,0.048,-1.08,-0.06,-0.0,-0.019,-0.205,0.398,0.059,0.612,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-30.0,-0.335,1.154,1.1,0.043,-0.482,-0.054,-0.0,-0.019,-0.169,0.398,0.038,-0.837,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-30.0,0.358,1.705,1.705,0.041,0.358,0.0,-0.0,-0.019,0.018,0.398,0.026,-1.796,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-30.0,0.965,1.285,1.148,0.043,1.125,-0.005,-0.0,-0.019,0.129,0.398,0.056,-2.391,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,-30.0,1.486,0.564,0.161,0.048,1.582,0.009,-0.0,-0.019,0.166,0.398,0.061,-3.134,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-30.0,1.731,0.887,0.157,0.054,1.938,0.024,-0.0,-0.019,0.167,0.398,0.077,-3.928,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-30.0,1.967,1.347,0.183,0.058,2.377,0.019,-0.0,-0.019,0.129,0.398,0.067,-4.695,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-25.0,-1.746,0.941,-0.058,0.058,-1.983,-0.027,-0.0,-0.019,-0.154,0.398,-0.004,2.717,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-25.0,-1.442,0.556,-0.038,0.054,-1.545,-0.025,-0.0,-0.019,-0.133,0.398,0.006,1.953,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-25.0,-1.053,0.317,0.033,0.048,-1.1,-0.057,-0.0,-0.019,-0.199,0.398,0.041,0.712,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-25.0,-0.353,1.151,1.095,0.043,-0.501,-0.053,-0.0,-0.019,-0.17,0.398,0.02,-0.745,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-25.0,0.349,1.7,1.7,0.041,0.349,0.0,-0.0,-0.019,0.018,0.398,0.019,-1.754,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-25.0,0.956,1.278,1.142,0.043,1.115,-0.006,-0.0,-0.019,0.128,0.398,0.046,-2.342,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,-25.0,1.479,0.555,0.153,0.048,1.572,0.008,-0.0,-0.019,0.168,0.398,0.051,-3.084,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-25.0,1.726,0.876,0.149,0.054,1.93,0.023,-0.0,-0.019,0.17,0.398,0.069,-3.886,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-25.0,1.966,1.336,0.174,0.058,2.371,0.018,-0.0,-0.019,0.132,0.398,0.061,-4.667,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-20.0,-1.75,0.944,-0.057,0.058,-1.988,-0.026,-0.0,-0.019,-0.155,0.398,-0.009,2.743,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-20.0,-1.448,0.559,-0.038,0.054,-1.551,-0.025,-0.0,-0.019,-0.133,0.398,0.0,1.982,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-20.0,-1.062,0.318,0.032,0.048,-1.108,-0.055,-0.0,-0.019,-0.196,0.398,0.032,0.756,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-20.0,-0.362,1.15,1.092,0.043,-0.509,-0.053,-0.0,-0.019,-0.17,0.398,0.012,-0.703,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-20.0,0.345,1.698,1.698,0.041,0.345,0.0,-0.0,-0.019,0.018,0.398,0.015,-1.733,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-20.0,0.953,1.275,1.139,0.043,1.111,-0.006,-0.0,-0.019,0.128,0.398,0.041,-2.321,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,-20.0,1.475,0.55,0.15,0.048,1.567,0.008,-0.0,-0.019,0.169,0.398,0.047,-3.062,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-20.0,1.724,0.871,0.145,0.054,1.926,0.023,-0.0,-0.019,0.171,0.398,0.065,-3.867,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-20.0,1.966,1.331,0.17,0.058,2.368,0.018,-0.0,-0.019,0.133,0.398,0.059,-4.654,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-15.0,-1.764,0.956,-0.054,0.058,-2.005,-0.025,-0.0,-0.019,-0.156,0.398,-0.026,2.83,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-15.0,-1.463,0.567,-0.036,0.054,-1.569,-0.023,-0.0,-0.019,-0.134,0.398,-0.017,2.071,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-15.0,-1.092,0.322,0.028,0.048,-1.138,-0.05,-0.0,-0.019,-0.184,0.398,0.005,0.904,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-15.0,-0.392,1.146,1.085,0.043,-0.538,-0.05,-0.0,-0.019,-0.17,0.398,-0.015,-0.558,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-15.0,0.33,1.691,1.691,0.041,0.33,0.0,-0.0,-0.019,0.018,0.398,-0.0,-1.656,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-15.0,0.94,1.265,1.131,0.043,1.098,-0.008,-0.0,-0.019,0.126,0.398,0.028,-2.254,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,-15.0,1.463,0.536,0.139,0.048,1.552,0.006,-0.0,-0.019,0.171,0.398,0.032,-2.985,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-15.0,1.716,0.855,0.133,0.054,1.913,0.022,-0.0,-0.019,0.175,0.398,0.052,-3.799,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-15.0,1.964,1.315,0.157,0.058,2.358,0.018,-0.0,-0.019,0.138,0.398,0.049,-4.604,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-10.0,-1.791,0.981,-0.046,0.058,-2.042,-0.02,-0.0,-0.019,-0.155,0.398,-0.062,3.013,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-10.0,-1.488,0.583,-0.03,0.054,-1.598,-0.02,-0.0,-0.019,-0.141,0.398,-0.045,2.215,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-10.0,-1.149,0.334,0.025,0.048,-1.196,-0.042,-0.0,-0.019,-0.157,0.398,-0.051,1.196,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-10.0,-0.45,1.144,1.076,0.043,-0.595,-0.046,-0.0,-0.019,-0.171,0.398,-0.07,-0.269,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-10.0,0.29,1.678,1.678,0.041,0.29,0.0,-0.0,-0.019,0.018,0.398,-0.04,-1.456,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-10.0,0.92,1.248,1.118,0.043,1.075,-0.011,-0.0,-0.019,0.119,0.398,0.006,-2.14,0.016,0.0,0.398,-0.52
15.0,-15.0,0.3,6904000.0,15.0,-10.0,1.437,0.51,0.121,0.048,1.52,0.002,-0.0,-0.019,0.174,0.398,0.0,-2.826,0.001,0.0,0.398,-0.52
22.5,-15.0,0.3,6904000.0,15.0,-10.0,1.698,0.823,0.111,0.054,1.883,0.019,-0.0,-0.019,0.183,0.398,0.022,-3.651,-0.019,0.0,0.398,-0.52
30.0,-15.0,0.3,6904000.0,15.0,-10.0,1.956,1.282,0.132,0.058,2.335,0.016,-0.0,-0.019,0.147,0.398,0.026,-4.489,-0.039,0.0,0.398,-0.52
-30.0,-15.0,0.3,6904000.0,15.0,-5.0,-1.818,1.012,-0.033,0.058,-2.081,-0.016,-0.0,-0.019,-0.152,0.398,-0.102,3.208,-0.039,0.0,0.398,-0.52
-22.5,-15.0,0.3,6904000.0,15.0,-5.0,-1.512,0.604,-0.021,0.054,-1.628,-0.016,-0.0,-0.019,-0.148,0.398,-0.075,2.368,-0.019,0.0,0.398,-0.52
-15.0,-15.0,0.3,6904000.0,15.0,-5.0,-1.195,0.35,0.029,0.048,-1.245,-0.037,-0.0,-0.019,-0.143,0.398,-0.096,1.442,0.001,0.0,0.398,-0.52
-7.5,-15.0,0.3,6904000.0,15.0,-5.0,-0.513,1.148,1.071,0.043,-0.658,-0.041,-0.0,-0.019,-0.168,0.398,-0.129,0.046,0.016,0.0,0.398,-0.52
0.0,-15.0,0.3,6904000.0,15.0,-5.0,0.231,1.668,1.668,0.041,0.231,0.0,-0.0,-0.019,0.018,0.398,-0.1,-1.161,0.022,0.0,0.398,-0.52
7.5,-15.0,0.3,6904000.0,15.0,-5.0,0.891,1.232,1.105,0.043,1.044,-0.014,-0.0,-0.019,0.118,0.398,-0.025,-1.988,0.016,0.0,0.398,-0.52
