alpha,beta,mach,reynolds,delta21,delta22,cf_cl,cf_cd,cf_x,cf_y,cf_z,cf_xp,cf_yp,cf_yr,cf_zq,cf_zad,cm_x,cm_y,cm_z,cm_yad,cm_zad,cm_zr
22.5,-7.5,0.3,6904000.0,0.0,0.0,1.569,0.675,0.023,0.025,1.708,0.0,-0.0,0.004,0.219,0.396,0.027,-2.766,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,0.0,1.872,1.108,0.024,0.028,2.175,-0.0,-0.0,0.004,0.192,0.396,0.028,-3.681,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,5.0,-1.944,1.174,0.045,0.028,-2.271,0.003,-0.0,0.004,-0.135,0.396,-0.042,4.16,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,5.0,-1.656,0.729,0.04,0.025,-1.809,0.005,-0.0,0.004,-0.174,0.396,-0.035,3.273,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,5.0,-1.381,0.404,0.033,0.021,-1.439,0.006,-0.0,0.004,-0.172,0.396,-0.018,2.426,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,5.0,-0.966,0.141,0.014,0.017,-0.977,0.003,-0.0,0.004,-0.152,0.396,-0.033,1.617,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,5.0,-0.062,0.079,0.079,0.015,-0.062,0.0,-0.0,0.004,0.015,0.396,-0.059,0.313,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,5.0,0.81,0.109,0.003,0.017,0.817,-0.007,-0.0,0.004,0.25,0.396,-0.036,-0.814,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,5.0,1.287,0.357,0.012,0.021,1.336,-0.004,-0.0,0.004,0.185,0.396,-0.02,-1.909,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,5.0,1.541,0.65,0.011,0.025,1.673,-0.005,-0.0,0.004,0.218,0.396,-0.008,-2.589,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,5.0,1.848,1.076,0.008,0.028,2.138,-0.005,-0.0,0.004,0.197,0.396,-0.01,-3.494,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,10.0,-1.958,1.209,0.068,0.028,-2.3,0.006,-0.0,0.004,-0.126,0.396,-0.071,4.306,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,10.0,-1.68,0.761,0.06,0.025,-1.843,0.009,-0.0,0.004,-0.167,0.396,-0.069,3.445,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,10.0,-1.409,0.428,0.049,0.021,-1.472,0.011,-0.0,0.004,-0.172,0.396,-0.052,2.593,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,10.0,-0.999,0.158,0.026,0.017,-1.011,0.007,-0.0,0.004,-0.152,0.396,-0.064,1.788,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,10.0,-0.124,0.088,0.088,0.015,-0.124,0.0,-0.0,0.004,0.015,0.396,-0.119,0.622,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,10.0,0.747,0.104,0.006,0.017,0.754,-0.015,-0.0,0.004,0.271,0.396,-0.095,-0.5,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,10.0,1.242,0.341,0.008,0.021,1.288,-0.01,-0.0,0.004,0.195,0.396,-0.069,-1.669,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,10.0,1.518,0.631,0.002,0.025,1.644,-0.009,-0.0,0.004,0.21,0.396,-0.036,-2.443,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,10.0,1.82,1.045,-0.005,0.028,2.099,-0.01,-0.0,0.004,0.2,0.396,-0.049,-3.298,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,15.0,-1.965,1.242,0.093,0.028,-2.323,0.007,-0.0,0.004,-0.117,0.396,-0.093,4.42,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,15.0,-1.698,0.792,0.082,0.025,-1.872,0.012,-0.0,0.004,-0.159,0.396,-0.098,3.592,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,15.0,-1.434,0.454,0.067,0.021,-1.503,0.015,-0.0,0.004,-0.168,0.396,-0.084,2.749,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,15.0,-1.021,0.174,0.039,0.017,-1.035,0.012,-0.0,0.004,-0.158,0.396,-0.085,1.908,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,15.0,-0.169,0.101,0.101,0.015,-0.169,0.0,-0.0,0.004,0.015,0.396,-0.161,0.85,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,15.0,0.689,0.106,0.015,0.017,0.697,-0.023,-0.0,0.004,0.278,0.396,-0.15,-0.212,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,15.0,1.187,0.328,0.01,0.021,1.232,-0.018,-0.0,0.004,0.22,0.396,-0.127,-1.386,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,15.0,1.492,0.614,-0.004,0.025,1.613,-0.013,-0.0,0.004,0.205,0.396,-0.066,-2.288,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,15.0,1.794,1.02,-0.013,0.028,2.064,-0.014,-0.0,0.004,0.2,0.396,-0.085,-3.12,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,20.0,-1.967,1.258,0.106,0.028,-2.332,0.008,-0.0,0.004,-0.112,0.396,-0.101,4.467,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,20.0,-1.706,0.808,0.094,0.025,-1.886,0.013,-0.0,0.004,-0.154,0.396,-0.111,3.658,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,20.0,-1.446,0.467,0.077,0.021,-1.518,0.017,-0.0,0.004,-0.166,0.396,-0.1,2.824,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,20.0,-1.033,0.183,0.047,0.017,-1.048,0.014,-0.0,0.004,-0.159,0.396,-0.096,1.975,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,20.0,-0.186,0.108,0.108,0.015,-0.186,0.0,-0.0,0.004,0.015,0.396,-0.176,0.936,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,20.0,0.66,0.108,0.021,0.017,0.668,-0.026,-0.0,0.004,0.278,0.396,-0.177,-0.068,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,20.0,1.159,0.324,0.013,0.021,1.203,-0.024,-0.0,0.004,0.232,0.396,-0.156,-1.243,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,20.0,1.475,0.605,-0.005,0.025,1.594,-0.015,-0.0,0.004,0.205,0.396,-0.084,-2.193,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,20.0,1.781,1.009,-0.017,0.028,2.047,-0.016,-0.0,0.004,0.199,0.396,-0.101,-3.037,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,25.0,-1.967,1.262,0.11,0.028,-2.335,0.008,-0.0,0.004,-0.111,0.396,-0.104,4.48,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,25.0,-1.708,0.813,0.098,0.025,-1.889,0.013,-0.0,0.004,-0.153,0.396,-0.115,3.677,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,25.0,-1.45,0.472,0.08,0.021,-1.522,0.017,-0.0,0.004,-0.165,0.396,-0.104,2.846,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,25.0,-1.037,0.186,0.049,0.017,-1.052,0.015,-0.0,0.004,-0.159,0.396,-0.1,1.997,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,25.0,-0.191,0.11,0.11,0.015,-0.191,0.0,-0.0,0.004,0.015,0.396,-0.18,0.96,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,25.0,0.651,0.11,0.024,0.017,0.66,-0.027,-0.0,0.004,0.278,0.396,-0.185,-0.024,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,25.0,1.15,0.323,0.015,0.021,1.195,-0.026,-0.0,0.004,0.235,0.396,-0.164,-1.2,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,25.0,1.469,0.603,-0.005,0.025,1.588,-0.016,-0.0,0.004,0.206,0.396,-0.091,-2.162,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,25.0,1.778,1.006,-0.017,0.028,2.043,-0.016,-0.0,0.004,0.198,0.396,-0.105,-3.014,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,0.0,30.0,-1.967,1.273,0.119,0.028,-2.34,0.008,-0.0,0.004,-0.108,0.396,-0.108,4.507,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,0.0,30.0,-1.713,0.824,0.106,0.025,-1.898,0.013,-0.0,0.004,-0.15,0.396,-0.123,3.718,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,0.0,30.0,-1.457,0.481,0.088,0.021,-1.532,0.018,-0.0,0.004,-0.163,0.396,-0.114,2.895,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,0.0,30.0,-1.046,0.194,0.056,0.017,-1.062,0.016,-0.0,0.004,-0.159,0.396,-0.11,2.046,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,0.0,30.0,-0.201,0.115,0.115,0.015,-0.201,0.0,-0.0,0.004,0.015,0.396,-0.188,1.01,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,0.0,30.0,0.632,0.112,0.029,0.017,0.641,-0.03,-0.0,0.004,0.278,0.396,-0.203,0.069,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,0.0,30.0,1.131,0.322,0.018,0.021,1.176,-0.03,-0.0,0.004,0.242,0.396,-0.184,-1.104,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,0.0,30.0,1.454,0.597,-0.005,0.025,1.572,-0.018,-0.0,0.004,0.209,0.396,-0.107,-2.084,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,0.0,30.0,1.77,1.0,-0.02,0.028,2.033,-0.017,-0.0,0.004,0.195,0.396,-0.114,-2.965,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-30.0,-1.799,0.992,-0.04,0.028,-2.054,-0.022,-0.0,0.004,-0.16,0.396,0.103,3.07,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-30.0,-1.489,0.593,-0.022,0.025,-1.603,-0.021,-0.0,0.004,-0.168,0.396,0.093,2.236,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-30.0,-1.158,0.315,0.004,0.021,-1.2,-0.032,-0.0,0.004,-0.2,0.396,0.169,1.228,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-30.0,-0.62,0.107,0.025,0.017,-0.629,-0.036,-0.0,0.004,-0.255,0.396,0.183,-0.129,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-30.0,0.261,0.119,0.119,0.015,0.261,-0.0,-0.0,0.004,0.015,0.396,0.126,-1.311,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-30.0,1.053,0.203,0.064,0.017,1.07,0.02,-0.0,0.004,0.186,0.396,0.096,-2.086,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-30.0,1.439,0.486,0.097,0.021,1.516,0.024,-0.0,0.004,0.198,0.396,0.108,-2.813,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-30.0,1.684,0.826,0.118,0.025,1.872,0.02,-0.0,0.004,0.191,0.396,0.118,-3.59,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-30.0,1.942,1.278,0.136,0.028,2.321,0.014,-0.0,0.004,0.149,0.396,0.101,-4.41,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-25.0,-1.808,1.0,-0.038,0.028,-2.065,-0.02,-0.0,0.004,-0.161,0.396,0.092,3.128,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-25.0,-1.501,0.598,-0.022,0.025,-1.616,-0.02,-0.0,0.004,-0.167,0.396,0.08,2.302,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-25.0,-1.178,0.317,0.001,0.021,-1.219,-0.028,-0.0,0.004,-0.192,0.396,0.15,1.325,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-25.0,-0.64,0.104,0.02,0.017,-0.648,-0.033,-0.0,0.004,-0.255,0.396,0.165,-0.035,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-25.0,0.251,0.114,0.114,0.015,0.251,0.0,-0.0,0.004,0.015,0.396,0.118,-1.263,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-25.0,1.044,0.196,0.058,0.017,1.06,0.018,-0.0,0.004,0.186,0.396,0.087,-2.037,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-25.0,1.431,0.476,0.09,0.021,1.506,0.023,-0.0,0.004,0.2,0.396,0.097,-2.763,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-25.0,1.679,0.815,0.11,0.025,1.863,0.019,-0.0,0.004,0.194,0.396,0.11,-3.546,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-25.0,1.941,1.267,0.127,0.028,2.314,0.013,-0.0,0.004,0.152,0.396,0.095,-4.378,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-20.0,-1.812,1.003,-0.037,0.028,-2.071,-0.02,-0.0,0.004,-0.161,0.396,0.086,3.155,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-20.0,-1.506,0.6,-0.022,0.025,-1.621,-0.019,-0.0,0.004,-0.167,0.396,0.074,2.33,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-20.0,-1.186,0.318,0.0,0.021,-1.228,-0.026,-0.0,0.004,-0.189,0.396,0.141,1.368,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-20.0,-0.649,0.103,0.017,0.017,-0.656,-0.032,-0.0,0.004,-0.255,0.396,0.157,0.009,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-20.0,0.247,0.112,0.112,0.015,0.247,0.0,-0.0,0.004,0.015,0.396,0.114,-1.24,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-20.0,1.04,0.192,0.055,0.017,1.056,0.018,-0.0,0.004,0.186,0.396,0.083,-2.016,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-20.0,1.428,0.472,0.087,0.021,1.501,0.022,-0.0,0.004,0.2,0.396,0.093,-2.741,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-20.0,1.677,0.81,0.106,0.025,1.859,0.019,-0.0,0.004,0.195,0.396,0.106,-3.526,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-20.0,1.94,1.262,0.123,0.028,2.311,0.013,-0.0,0.004,0.154,0.396,0.092,-4.363,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-15.0,-1.826,1.015,-0.034,0.028,-2.089,-0.018,-0.0,0.004,-0.161,0.396,0.069,3.245,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-15.0,-1.52,0.609,-0.02,0.025,-1.638,-0.017,-0.0,0.004,-0.169,0.396,0.058,2.413,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-15.0,-1.215,0.322,-0.003,0.021,-1.257,-0.021,-0.0,0.004,-0.175,0.396,0.111,1.512,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-15.0,-0.678,0.1,0.011,0.017,-0.685,-0.029,-0.0,0.004,-0.255,0.396,0.13,0.153,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-15.0,0.23,0.105,0.105,0.015,0.23,0.0,-0.0,0.004,0.015,0.396,0.1,-1.155,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-15.0,1.028,0.183,0.047,0.017,1.043,0.015,-0.0,0.004,0.185,0.396,0.072,-1.952,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-15.0,1.416,0.459,0.077,0.021,1.486,0.02,-0.0,0.004,0.203,0.396,0.077,-2.665,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-15.0,1.669,0.794,0.095,0.025,1.845,0.018,-0.0,0.004,0.2,0.396,0.092,-3.456,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-15.0,1.938,1.246,0.11,0.028,2.301,0.013,-0.0,0.004,0.159,0.396,0.082,-4.31,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-10.0,-1.853,1.041,-0.024,0.028,-2.125,-0.013,-0.0,0.004,-0.16,0.396,0.032,3.429,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-10.0,-1.543,0.625,-0.013,0.025,-1.665,-0.014,-0.0,0.004,-0.177,0.396,0.032,2.551,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-10.0,-1.267,0.335,-0.004,0.021,-1.31,-0.013,-0.0,0.004,-0.155,0.396,0.056,1.782,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-10.0,-0.736,0.099,0.002,0.017,-0.743,-0.021,-0.0,0.004,-0.248,0.396,0.075,0.441,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-10.0,0.186,0.092,0.092,0.015,0.186,0.0,-0.0,0.004,0.015,0.396,0.059,-0.934,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-10.0,1.006,0.167,0.034,0.017,1.02,0.011,-0.0,0.004,0.178,0.396,0.051,-1.833,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-10.0,1.391,0.434,0.059,0.021,1.455,0.016,-0.0,0.004,0.206,0.396,0.045,-2.51,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-10.0,1.649,0.763,0.074,0.025,1.815,0.014,-0.0,0.004,0.207,0.396,0.062,-3.306,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-10.0,1.928,1.213,0.086,0.028,2.276,0.011,-0.0,0.004,0.168,0.396,0.058,-4.188,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,-5.0,-1.88,1.072,-0.011,0.028,-2.164,-0.009,-0.0,0.004,-0.156,0.396,-0.007,3.624,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,-5.0,-1.57,0.647,-0.003,0.025,-1.698,-0.01,-0.0,0.004,-0.182,0.396,0.001,2.715,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,-5.0,-1.306,0.351,0.001,0.021,-1.353,-0.008,-0.0,0.004,-0.151,0.396,0.013,1.994,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,-5.0,-0.798,0.103,-0.002,0.017,-0.805,-0.013,-0.0,0.004,-0.227,0.396,0.016,0.755,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,-5.0,0.125,0.083,0.083,0.015,0.125,-0.0,-0.0,0.004,0.015,0.396,-0.0,-0.626,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,-5.0,0.974,0.15,0.022,0.017,0.985,0.007,-0.0,0.004,0.178,0.396,0.019,-1.661,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,-5.0,1.364,0.411,0.044,0.021,1.424,0.011,-0.0,0.004,0.204,0.396,0.012,-2.351,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,-5.0,1.624,0.731,0.054,0.025,1.781,0.01,-0.0,0.004,0.214,0.396,0.028,-3.131,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,-5.0,1.913,1.177,0.063,0.028,2.246,0.008,-0.0,0.004,0.177,0.396,0.027,-4.033,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,0.0,-1.903,1.106,0.006,0.028,-2.201,-0.004,-0.0,0.004,-0.15,0.396,-0.045,3.808,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,0.0,-1.599,0.673,0.01,0.025,-1.735,-0.005,-0.0,0.004,-0.181,0.396,-0.036,2.9,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,0.0,-1.333,0.368,0.01,0.021,-1.383,-0.004,-0.0,0.004,-0.157,0.396,-0.017,2.148,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,0.0,-0.86,0.114,0.001,0.017,-0.868,-0.006,-0.0,0.004,-0.196,0.396,-0.044,1.071,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,0.0,0.062,0.079,0.079,0.015,0.062,0.0,-0.0,0.004,0.015,0.396,-0.059,-0.313,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,0.0,0.926,0.135,0.013,0.017,0.936,0.003,-0.0,0.004,0.195,0.396,-0.03,-1.413,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,0.0,1.342,0.392,0.032,0.021,1.397,0.005,-0.0,0.004,0.196,0.396,-0.014,-2.218,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,0.0,1.597,0.703,0.038,0.025,1.744,0.005,-0.0,0.004,0.217,0.396,-0.009,-2.947,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,0.0,1.893,1.142,0.043,0.028,2.211,0.004,-0.0,0.004,0.185,0.396,-0.008,-3.858,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,5.0,-1.922,1.14,0.027,0.028,-2.235,-0.001,-0.0,0.004,-0.142,0.396,-0.079,3.978,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,5.0,-1.626,0.702,0.026,0.025,-1.771,-0.0,-0.0,0.004,-0.177,0.396,-0.073,3.084,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,5.0,-1.357,0.387,0.022,0.021,-1.411,0.001,-0.0,0.004,-0.164,0.396,-0.044,2.287,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,5.0,-0.91,0.129,0.009,0.017,-0.919,-0.002,-0.0,0.004,-0.178,0.396,-0.092,1.328,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,5.0,-0.0,0.082,0.082,0.015,-0.0,0.0,-0.0,0.004,0.015,0.396,-0.119,0.0,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,5.0,0.866,0.124,0.01,0.017,0.874,-0.003,-0.0,0.004,0.224,0.396,-0.091,-1.104,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,5.0,1.312,0.375,0.023,0.021,1.365,0.001,-0.0,0.004,0.192,0.396,-0.047,-2.055,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,5.0,1.568,0.677,0.026,0.025,1.708,0.0,-0.0,0.004,0.217,0.396,-0.044,-2.768,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,5.0,1.869,1.11,0.026,0.028,2.174,-0.001,-0.0,0.004,0.191,0.396,-0.046,-3.672,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,10.0,-1.936,1.176,0.05,0.028,-2.264,0.002,-0.0,0.004,-0.133,0.396,-0.108,4.126,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,10.0,-1.65,0.733,0.046,0.025,-1.805,0.004,-0.0,0.004,-0.17,0.396,-0.107,3.256,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,10.0,-1.385,0.41,0.038,0.021,-1.444,0.006,-0.0,0.004,-0.164,0.396,-0.078,2.453,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,10.0,-0.944,0.146,0.021,0.017,-0.955,0.002,-0.0,0.004,-0.176,0.396,-0.123,1.508,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,10.0,-0.062,0.09,0.09,0.015,-0.062,0.0,-0.0,0.004,0.015,0.396,-0.178,0.311,0.024,0.0,0.396,-0.491
7.5,-7.5,0.3,6904000.0,5.0,10.0,0.804,0.119,0.013,0.017,0.813,-0.011,-0.0,0.004,0.244,0.396,-0.152,-0.795,0.019,0.0,0.396,-0.491
15.0,-7.5,0.3,6904000.0,5.0,10.0,1.269,0.359,0.018,0.021,1.319,-0.005,-0.0,0.004,0.2,0.396,-0.095,-1.824,0.008,0.0,0.396,-0.491
22.5,-7.5,0.3,6904000.0,5.0,10.0,1.545,0.657,0.016,0.025,1.679,-0.004,-0.0,0.004,0.21,0.396,-0.072,-2.619,-0.005,0.0,0.396,-0.491
30.0,-7.5,0.3,6904000.0,5.0,10.0,1.842,1.079,0.014,0.028,2.135,-0.005,-0.0,0.004,0.194,0.396,-0.085,-3.476,-0.017,0.0,0.396,-0.491
-30.0,-7.5,0.3,6904000.0,5.0,15.0,-1.943,1.208,0.074,0.028,-2.287,0.004,-0.0,0.004,-0.124,0.396,-0.13,4.241,-0.017,0.0,0.396,-0.491
-22.5,-7.5,0.3,6904000.0,5.0,15.0,-1.669,0.765,0.068,0.025,-1.835,0.007,-0.0,0.004,-0.162,0.396,-0.137,3.403,-0.005,0.0,0.396,-0.491
-15.0,-7.5,0.3,6904000.0,5.0,15.0,-1.41,0.436,0.056,0.021,-1.475,0.01,-0.0,0.004,-0.16,0.396,-0.11,2.61,0.008,0.0,0.396,-0.491
-7.5,-7.5,0.3,6904000.0,5.0,15.0,-0.967,0.162,0.034,0.017,-0.98,0.006,-0.0,0.004,-0.18,0.396,-0.142,1.634,0.019,0.0,0.396,-0.491
0.0,-7.5,0.3,6904000.0,5.0,15.0,-0.108,0.103,0.103,0.015,-0.108,0.0,-0.0,0.004,0.015,0.396,-0.222,0.545,0.024,0.0,0.396,-0.491
